Unnamed: 0,sentence,item,type,condition,patient,agent,context_had,target,item_num_original,gpt2_surprisal,gpt2-medium_surprisal,gpt2-large_surprisal,bert-base-uncased_surprisal,bert-large-uncased_surprisal,roberta-base_surprisal,roberta-large_surprisal
107,the cattle rancher remembered which cowboy the bull had gored out on the range.,27,alternative,alt_canonical,cowboy,bull,The cattle rancher remembered which cowboy the bull had,gored,30,17.229865550994873,14.0100200176239,12.193411787971854,7.470324552268721,1.949402679720152,8.357245206832886,2.8823081254959106
108,the immunization specialist confirmed which patient the nurse had vaccinated for virulent measles.,28,reversal,canonical,patient,nurse,The immunization specialist confirmed which patient the nurse had,vaccinated,31,7.561964511871338,8.863616943359375,5.824272155761719,0.0040918113227235,0.0002559101776569,6.305390357971191,5.676737308502197
109,the immunization specialist confirmed which nurse the patient had vaccinated for virulent measles.,28,reversal,reversed,nurse,patient,The immunization specialist confirmed which nurse the patient had,vaccinated,31,9.228682518005373,10.113515853881836,9.388327598571776,0.0136567981826374,0.0007099444010236,7.026316642761231,5.801351547241211
110,the immunization specialist confirmed which patient the nurse had seen for a vaccine.,28,alternative,alt_reversed,patient,nurse,The immunization specialist confirmed which patient the nurse had,seen,31,6.13808012008667,3.362626791000366,3.02341365814209,8.663080215454102,10.136265754699709,5.552191734313965,5.600927352905273
111,the immunization specialist confirmed which nurse the patient had seen for a vaccine.,28,alternative,alt_canonical,nurse,patient,The immunization specialist confirmed which nurse the patient had,seen,31,6.629427433013916,4.543258666992188,4.437936782836914,7.708602428436279,8.911360740661621,3.2577476501464844,3.8723227977752686
112,the naturalist described which chick the snake had eaten right out of the nest.,29,reversal,canonical,chick,snake,The naturalist described which chick the snake had,eaten,32,3.909713268280029,3.658987283706665,3.289955139160156,7.501230239868164,3.527266502380371,4.358508110046387,3.225651502609253
113,the naturalist described which snake the chick had eaten right out of the nest.,29,reversal,reversed,snake,chick,The naturalist described which snake the chick had,eaten,32,3.99039363861084,2.8694632053375244,3.7145514488220215,8.404268264770508,5.078680515289307,2.292870044708252,2.3301916122436523
114,the naturalist described which chick the snake had run from through the forest.,29,alternative,alt_reversed,chick,snake,The naturalist described which chick the snake had,run from,32,16.83839511871338,17.46960687637329,16.544514656066895,12.856837272644045,13.220391750335692,13.800559520721436,8.735783100128174
115,the naturalist described which snake the chick had run from through the forest.,29,alternative,alt_canonical,snake,chick,The naturalist described which snake the chick had,run from,32,16.530597686767578,15.480882167816162,15.206326007843018,9.728256464004517,15.03472137451172,11.435418128967283,8.327730178833008
116,the doctor knew which insects the biologist had studied in the high tech lab.,30,reversal,canonical,insects,biologist,The doctor knew which insects the biologist had,studied,33,6.754961013793945,6.241621971130371,7.241615772247314,6.552849769592285,1.9534215927124023,4.672919750213623,1.5031999349594116
117,the doctor knew which biologist the insects had studied in the high tech lab.,30,reversal,reversed,biologist,insects,The doctor knew which biologist the insects had,studied,33,7.924894332885742,8.234253883361816,7.551719665527344,7.509063243865967,6.366837501525879,5.00877857208252,6.925347805023193
118,the doctor knew which insects the biologist had bitten in the high tech lab.,30,alternative,alt_reversed,insects,biologist,The doctor knew which insects the biologist had,bitten,33,7.972268104553223,6.111432552337647,3.8996639251708975,10.619927406311035,16.780977249145508,13.28836154937744,16.475948333740234
119,the doctor knew which biologist the insects had bitten in the high tech lab.,30,alternative,alt_canonical,biologist,insects,The doctor knew which biologist the insects had,bitten,33,6.928110599517822,6.679685115814209,6.681600093841553,8.520964622497559,10.820319175720217,6.525335311889648,4.58979606628418
120,the veteran forgot which war hero the president had honored at the grand ceremony.,31,reversal,canonical,hero,president,The veteran forgot which war hero the president had,honored,34,8.879862785339355,7.312041759490967,5.618960857391357,5.494662761688232,2.8137366771698,0.9736694693565368,1.12483811378479
121,the veteran forgot which president the war hero had honored at the grand ceremony.,31,reversal,reversed,president,hero,The veteran forgot which president the war hero had,honored,34,10.92091464996338,9.469337463378906,9.707879066467283,10.158380508422852,4.833242416381836,6.619537830352783,2.374791383743286
122,the veteran forgot which war hero the president had served many years ago.,31,alternative,alt_reversed,hero,president,The veteran forgot which war hero the president had,served,34,6.328774452209473,7.824104309082031,8.805989265441895,8.730067253112793,8.911142349243164,10.152259826660156,11.056145668029785
123,the veteran forgot which president the war hero had served many years ago.,31,alternative,alt_canonical,president,hero,The veteran forgot which president the war hero had,served,34,4.699138164520264,4.342944622039795,3.865208148956299,5.297545909881592,1.3422833681106567,5.371553421020508,2.014519453048706
124,the police detective described which bank teller the robber had threatened with a revolver.,32,reversal,canonical,bank teller,robber,The police detective described which bank teller the robber had,threatened,35,11.230384826660156,5.986393928527832,6.854898452758789,4.754077911376953,5.054483413696289,1.6280070543289185,1.9937770366668701
125,the police detective described which robber the bank teller had threatened with a revolver.,32,reversal,reversed,robber,bank teller,The police detective described which robber the bank teller had,threatened,35,7.991045951843262,7.353141784667969,10.52629566192627,6.634664058685303,7.000666618347168,6.587650775909424,3.495969772338867
126,the police detective described which bank teller the robber had identified after the hold-up.,32,alternative,alt_reversed,bank teller,robber,The police detective described which bank teller the robber had,identified,35,6.552984714508057,9.452881813049316,7.925327777862549,8.902217864990234,8.524989128112793,10.676467895507812,6.951472759246826
127,the police detective described which robber the bank teller had identified after the hold-up.,32,alternative,alt_canonical,robber,bank teller,The police detective described which robber the bank teller had,identified,35,7.1912522315979,6.090277194976807,5.1186370849609375,6.079814910888672,7.337885856628418,6.522144794464111,3.1846563816070557
128,the circus owner recalled which lion the animal trainer had trained for many years.,33,reversal,canonical,lion,animal trainer,The circus owner recalled which lion the animal trainer had,trained,36,6.755368232727051,6.615427017211914,6.513620853424072,2.817532539367676,3.536640167236328,1.821959376335144,2.783191204071045
129,the circus owner recalled which animal trainer the lion had trained for many years.,33,reversal,reversed,animal trainer,lion,The circus owner recalled which animal trainer the lion had,trained,36,4.035335063934326,3.371333360671997,7.631622791290283,2.892678022384644,7.852317810058594,7.708331108093262,7.761480808258057
130,the circus owner recalled which lion the animal trainer had mauled in the middle of the performance.,33,alternative,alt_reversed,lion,animal trainer,The circus owner recalled which lion the animal trainer had,mauled,36,13.414921800605953,10.081276462587994,10.251639863010496,0.021386386710219,0.0038551631441805,0.0632731058831268,0.1353847396094352
131,the circus owner recalled which animal trainer the lion had mauled in the middle of the performance.,33,alternative,alt_canonical,animal trainer,lion,The circus owner recalled which animal trainer the lion had,mauled,36,13.864894434809685,10.209369218326174,7.609459128696471,0.0046971901319921,0.0006549099271069,0.0668310855253366,0.002674674160516588
132,the lab manager remembered which virus the researcher had studied under the microscope.,34,reversal,canonical,virus,researcher,The lab manager remembered which virus the researcher had,studied,37,8.144878387451172,6.496728420257568,6.477591037750244,5.478168964385986,4.39699649810791,5.513150215148926,3.5151162147521973
133,the lab manager remembered which researcher the virus had studied under the microscope.,34,reversal,reversed,researcher,virus,The lab manager remembered which researcher the virus had,studied,37,7.37726879119873,11.182042121887209,8.999279975891113,9.965768814086914,9.840227127075195,7.778722763061523,8.798181533813477
134,the lab manager remembered which virus the researcher had infected after the vial broke.,34,alternative,alt_reversed,virus,researcher,The lab manager remembered which virus the researcher had,infected,37,4.726358413696289,5.221492290496826,5.622019290924072,5.462859630584717,7.6545090675354,6.768085479736328,9.530205726623535
135,the lab manager remembered which researcher the virus had infected after the vial broke.,34,alternative,alt_canonical,researcher,virus,The lab manager remembered which researcher the virus had,infected,37,3.37377667427063,1.299616456031799,1.567665934562683,6.690173149108887,1.5410401821136477,0.959544837474823,1.1454265117645264
136,the store manager noted which elderly man the it technician had helped with software issues.,35,reversal,canonical,elderly man,IT technician,The store manager noted which elderly man the IT technician had,helped,38,7.996472358703613,6.124002456665039,5.452275276184082,5.846737384796143,6.416450023651123,0.7886849045753479,0.23337358236312866
137,the store manager noted which it technician the elderly man had helped with software issues.,35,reversal,reversed,IT technician,elderly man,The store manager noted which IT technician the elderly man had,helped,38,8.286932945251465,8.542028427124023,8.546449661254883,13.297290802001951,10.61179542541504,7.119058132171631,10.52084732055664
138,the store manager noted which elderly man the it technician had asked for earlier that day.,35,alternative,alt_reversed,elderly man,IT technician,The store manager noted which elderly man the IT technician had,asked for,38,7.897949814796448,8.32272744178772,8.66682505607605,3.1872388124465942,4.846014261245728,6.440323829650879,8.017126560211182
139,the store manager noted which it technician the elderly man had asked for earlier that day.,35,alternative,alt_canonical,IT technician,elderly man,The store manager noted which IT technician the elderly man had,asked for,38,8.561136722564697,7.367453098297119,7.72935152053833,2.340096414089203,2.6398112773895264,4.080592513084412,3.721049666404724
140,the villain knew which victim the superhero had saved from the burning building.,36,reversal,canonical,victim,superhero,The villain knew which victim the superhero had,saved,39,7.476022720336914,5.225784778594971,5.010159969329834,2.562403917312622,2.180580377578736,0.4009066820144653,1.8021910190582275
141,the villain knew which superhero the victim had saved from the burning building.,36,reversal,reversed,superhero,victim,The villain knew which superhero the victim had,saved,39,8.940192222595215,7.688422679901123,7.837216377258301,5.701596260070801,6.5938215255737305,2.915403127670288,2.103928327560425
142,the villain knew which victim the superhero had called during the emergency.,36,alternative,alt_reversed,victim,superhero,The villain knew which victim the superhero had,called,39,9.494048118591309,9.917460441589355,10.735533714294434,9.186443328857422,12.49502944946289,11.39090061187744,11.99048137664795
143,the villain knew which superhero the victim had called during the emergency.,36,alternative,alt_canonical,superhero,victim,The villain knew which superhero the victim had,called,39,8.952707290649414,8.624756813049316,9.264222145080566,9.129105567932127,5.299824237823486,7.110958576202393,2.212247133255005
144,the foreign correspondent recalled which politician the interpreter had translated for in the press conference.,37,reversal,canonical,politician,interpreter,The foreign correspondent recalled which politician the interpreter had,translated for,40,14.358432054519652,12.866547346115112,11.428619861602783,19.127549648284912,10.733259677886965,7.823654294013977,6.772252857685089
145,the foreign correspondent recalled which interpreter the politician had translated for in the press conference.,37,reversal,reversed,interpreter,politician,The foreign correspondent recalled which interpreter the politician had,translated for,40,13.855858087539673,12.76367712020874,13.662869930267334,24.76489353179932,14.542824268341064,13.138572216033936,17.20142912864685
146,the foreign correspondent recalled which politician the interpreter had used in the press conference.,37,alternative,alt_reversed,politician,interpreter,The foreign correspondent recalled which politician the interpreter had,used,40,6.99384355545044,6.980162143707275,7.095422744750977,1.9194722175598145,4.704326629638672,4.796242713928223,6.2873992919921875
147,the foreign correspondent recalled which interpreter the politician had used in the press conference.,37,alternative,alt_canonical,interpreter,politician,The foreign correspondent recalled which interpreter the politician had,used,40,3.814635753631592,3.272447347640991,3.90996766090393,0.8878817558288574,0.1187368184328079,0.530997097492218,0.1627918928861618
148,the cybersecurity expert explained which hacker the government had arrested in the middle of the night.,38,reversal,canonical,hacker,government,The cybersecurity expert explained which hacker the government had,arrested,41,9.22727394104004,6.28514289855957,6.398884296417236,6.270172595977783,5.660630226135254,3.1623647212982178,3.7985875606536865
149,the cybersecurity expert explained which government the hacker had arrested in the middle of the night.,38,reversal,reversed,government,hacker,The cybersecurity expert explained which government the hacker had,arrested,41,12.24309539794922,11.296568870544434,12.648639678955078,11.434679985046388,12.335016250610352,11.838768005371094,14.506634712219238
150,the cybersecurity expert explained which hacker the government had infiltrated in the middle of the night.,38,alternative,alt_reversed,hacker,government,The cybersecurity expert explained which hacker the government had,infiltrated,41,7.756026744842529,9.04809284210205,10.438371658325195,1.3997543644727557,5.883811076279017,8.947527885437012,11.423406600952148
151,the cybersecurity expert explained which government the hacker had infiltrated in the middle of the night.,38,alternative,alt_canonical,government,hacker,The cybersecurity expert explained which government the hacker had,infiltrated,41,4.461653709411621,4.615419864654541,3.8614370822906494,0.0856514853658154,1.4156937995530825,3.5313100814819336,7.46480655670166
152,the believer wondered which prophet the gods had chosen in the ancient days.,39,reversal,canonical,prophet,gods,The believer wondered which prophet the gods had,chosen,42,4.242980003356934,2.164680957794189,1.5546571016311646,2.6106855869293213,3.767980337142944,2.612022876739502,1.5251091718673706
153,the believer wondered which gods the prophet had chosen in the ancient days.,39,reversal,reversed,gods,prophet,The believer wondered which gods the prophet had,chosen,42,4.077138900756836,4.2248735427856445,4.179728984832764,6.285945415496826,9.839345932006836,4.969891548156738,9.907312393188477
154,the believer wondered which prophet the gods had worshipped in the ancient days.,39,alternative,alt_reversed,prophet,gods,The believer wondered which prophet the gods had,worshipped,42,9.62763786315918,8.684259414672852,9.475472450256348,5.765751361846924,5.268102169036865,7.754379749298096,8.136083602905273
155,the believer wondered which gods the prophet had worshipped in the ancient days.,39,alternative,alt_canonical,gods,prophet,The believer wondered which gods the prophet had,worshipped,42,6.710262298583984,5.260181427001953,4.867490291595459,2.8913779258728027,3.14007306098938,1.5173850059509275,1.5247514247894287
156,the housewife knew which dog the cat had scratched across the nose.,40,reversal,canonical,dog,cat,The housewife knew which dog the cat had,scratched,43,11.873308181762695,10.455972671508787,9.408235549926758,7.071945667266846,3.17971420288086,2.174446821212769,3.7864856719970703
157,the housewife knew which cat the dog had scratched across the nose.,40,reversal,reversed,cat,dog,The housewife knew which cat the dog had,scratched,43,11.847926139831545,10.13704776763916,8.810860633850098,7.524745941162109,2.7862069606781006,3.1767148971557617,5.080163955688477
158,the housewife knew which dog the cat had chased around the tree.,40,alternative,alt_reversed,dog,cat,The housewife knew which dog the cat had,chased,43,10.841841697692873,10.149199485778809,8.618515968322754,4.04041051864624,2.3652305603027344,4.8257036209106445,0.4229947626590729
159,the housewife knew which cat the dog had chased around the tree.,40,alternative,alt_canonical,cat,dog,The housewife knew which cat the dog had,chased,43,11.377238273620604,9.264719009399414,7.723172664642334,4.148081302642822,2.176810503005981,3.1896755695343018,0.15601715445518494
160,the missionary mentioned which sinners the priest had forgiven during the service.,41,reversal,canonical,sinners,priest,The missionary mentioned which sinners the priest had,forgiven,44,7.446171760559082,8.257357597351074,6.8147149085998535,7.80880880355835,2.8426077365875244,7.1436967849731445,2.547682285308838
161,the missionary mentioned which priest the sinners had forgiven during the service.,41,reversal,reversed,priest,sinners,The missionary mentioned which priest the sinners had,forgiven,44,9.818795204162598,11.011842727661133,8.227020263671875,11.68776798248291,12.255863189697266,11.439401626586914,8.830381393432617
162,the missionary mentioned which sinners the priest had confessed to during the service.,41,alternative,alt_reversed,sinners,priest,The missionary mentioned which sinners the priest had,confessed to,44,8.807305932044983,10.008256077766418,11.46350598335266,9.263581310398877,7.059457372641191,10.115481369197369,6.229690581560135
163,the missionary mentioned which priest the sinners had confessed to during the service.,41,alternative,alt_canonical,priest,sinners,The missionary mentioned which priest the sinners had,confessed to,44,9.08975374698639,7.220960021018982,7.161353588104248,10.117906238883734,9.026367776561528,11.070211201906204,6.293601773679256
164,the mother watched which swans the child had fed at the pond.,42,reversal,canonical,swans,child,The mother watched which swans the child had,fed,45,10.218487739562988,7.677646636962891,6.844259262084961,8.5991849899292,6.261926651000977,6.656532287597656,4.914356231689453
165,the mother watched which child the swans had fed at the pond.,42,reversal,reversed,child,swans,The mother watched which child the swans had,fed,45,10.299256324768066,6.237494468688965,6.0156779289245605,5.71992826461792,6.50673246383667,7.107253074645996,7.866590976715088
166,the mother watched which swans the child had swum to at the pond.,42,alternative,alt_reversed,swans,child,The mother watched which swans the child had,swum to,45,16.73693323135376,12.268614768981934,12.953159809112549,5.105955791193992,6.420218298677355,9.424694698303938,3.5148246232420206
167,the mother watched which child the swans had swum to at the pond.,42,alternative,alt_canonical,child,swans,The mother watched which child the swans had,swum to,45,17.25215458869934,12.34894871711731,13.81932270526886,6.532159731723368,8.003504420863464,4.865303669590503,4.108618848025799
168,the biologist recorded which mouse the owl had eaten after the drought.,43,reversal,canonical,mouse,owl,The biologist recorded which mouse the owl had,eaten,46,3.951330184936523,2.8380494117736816,3.689554691314697,1.8151626586914065,6.961332321166992,1.8558111190795896,1.7752902507781982
169,the biologist recorded which owl the mouse had eaten after the drought.,43,reversal,reversed,owl,mouse,The biologist recorded which owl the mouse had,eaten,46,5.086019515991211,3.563062191009521,3.8225111961364746,3.467627048492432,6.041361331939697,1.969850778579712,2.3345391750335693
170,the biologist recorded which mouse the owl had avoided after the drought.,43,alternative,alt_reversed,mouse,owl,The biologist recorded which mouse the owl had,avoided,46,12.24941349029541,12.700299263000488,11.63570785522461,12.29524040222168,10.093365669250488,12.238940238952637,7.689192771911621
171,the biologist recorded which owl the mouse had avoided after the drought.,43,alternative,alt_canonical,owl,mouse,The biologist recorded which owl the mouse had,avoided,46,11.424568176269531,12.710128784179688,11.253377914428713,11.315205574035645,10.99465560913086,8.978168487548828,7.375760555267334
172,the riding instructor remembered which pony the girl had ridden for the first time.,44,reversal,canonical,pony,girl,The riding instructor remembered which pony the girl had,ridden,47,4.159679889678955,4.375370502471924,4.393130302429199,1.877220869064331,0.3013589978218078,0.4613537788391113,0.31377339363098145
173,the riding instructor remembered which girl the pony had ridden for the first time.,44,reversal,reversed,girl,pony,The riding instructor remembered which girl the pony had,ridden,47,7.173575401306152,5.827179431915283,5.31391191482544,7.57949161529541,4.964064598083496,3.1157257556915283,4.651324272155762
174,the riding instructor remembered which pony the girl had thrown off for the first time.,44,alternative,alt_reversed,pony,girl,The riding instructor remembered which pony the girl had,thrown off,47,15.690508842468262,13.689477920532228,15.98683738708496,9.663687229156494,14.222936630249023,12.308140754699709,13.981358528137207
175,the riding instructor remembered which girl the pony had thrown off for the first time.,44,alternative,alt_canonical,girl,pony,The riding instructor remembered which girl the pony had,thrown off,47,15.02306079864502,13.128995895385742,14.82301425933838,9.405277252197266,13.35165023803711,12.428807497024536,9.558069229125977
176,the board of trustees noted which fraudster the tax agent had caught during the audit.,45,reversal,canonical,fraudster,tax agent,The board of trustees noted which fraudster the tax agent had,caught,48,9.37016487121582,8.850936889648438,6.512292385101318,8.49220085144043,10.291003227233888,4.462800979614258,5.4612884521484375
177,the board of trustees noted which tax agent the fraudster had caught during the audit.,45,reversal,reversed,tax agent,fraudster,The board of trustees noted which tax agent the fraudster had,caught,48,13.533851623535156,14.80996799468994,14.43290901184082,8.741528511047363,12.264369010925291,11.546488761901855,16.028501510620117
178,the board of trustees noted which fraudster the tax agent had swindled during the audit.,45,alternative,alt_reversed,fraudster,tax agent,The board of trustees noted which fraudster the tax agent had,swindled,48,13.445300891879016,12.85868843877688,11.501051145140082,0.0120552954031154,0.0134091435757,0.0050384036730974,0.0012878060733783059
179,the board of trustees noted which tax agent the fraudster had swindled during the audit.,45,alternative,alt_canonical,tax agent,fraudster,The board of trustees noted which tax agent the fraudster had,swindled,48,15.77561369515024,13.397057943046091,10.566014095151331,0.0065628581214696,0.0048925623123068,0.0057786170509643,0.000385241124604363
180,the game show host recalled which cheater the judge had disqualified in the final round.,46,reversal,canonical,cheater,judge,The game show host recalled which cheater the judge had,disqualified,49,11.205608367919922,9.150643348693848,8.051566123962402,8.136746406555176,10.871644973754885,4.523275852203369,8.464507102966309
181,the game show host recalled which judge the cheater had disqualified in the final round.,46,reversal,reversed,judge,cheater,The game show host recalled which judge the cheater had,disqualified,49,10.271398544311523,12.32741928100586,10.7095947265625,9.86871337890625,11.96962070465088,10.369046211242676,12.573737144470215
182,the game show host recalled which cheater the judge had bribed before the show.,46,alternative,alt_reversed,cheater,judge,The game show host recalled which cheater the judge had,bribed,49,11.443411409854887,12.179701648652554,12.624809801578522,3.755146234063432,2.1051199436187744,0.3339792937040329,0.5147922188043594
183,the game show host recalled which judge the cheater had bribed before the show.,46,alternative,alt_canonical,judge,cheater,The game show host recalled which judge the cheater had,bribed,49,12.339185118675232,10.553537666797638,10.42598882317543,0.973114975495264,0.2921971380710602,0.1316479034721851,0.13227530108997598
184,the historian researched which traitor the king had executed during the uprising.,47,reversal,canonical,traitor,king,The historian researched which traitor the king had,executed,50,7.564451694488525,5.749845027923584,6.163364410400391,5.668248176574707,6.239553928375244,2.990263700485229,2.705223798751831
185,the historian researched which king the traitor had executed during the uprising.,47,reversal,reversed,king,traitor,The historian researched which king the traitor had,executed,50,9.532593727111816,8.246989250183105,7.240086555480957,7.035704135894775,9.180757522583008,5.821791648864746,7.5232367515563965
186,the historian researched which traitor the king had betrayed during the uprising.,47,alternative,alt_reversed,traitor,king,The historian researched which traitor the king had,betrayed,50,4.553781509399414,4.761404514312744,5.82201099395752,10.4786376953125,9.347034454345703,5.969583988189697,6.4173359870910645
187,the historian researched which king the traitor had betrayed during the uprising.,47,alternative,alt_canonical,king,traitor,The historian researched which king the traitor had,betrayed,50,5.678201198577881,4.08202600479126,4.670395374298096,8.719517707824707,9.917633056640623,8.206531524658203,3.5568103790283203
188,the psychic understood which teenagers the ghost had haunted in the abandoned mansion.,48,reversal,canonical,teenagers,ghost,The psychic understood which teenagers the ghost had,haunted,51,7.6260576248168945,7.890057563781738,6.631080627441406,11.275123596191406,8.30882740020752,5.895356178283691,5.580646991729736
189,the psychic understood which ghost the teenagers had haunted in the abandoned mansion.,48,reversal,reversed,ghost,teenagers,The psychic understood which ghost the teenagers had,haunted,51,8.657567977905273,10.15274429321289,9.685227394104004,13.997344970703123,11.506677627563477,9.172310829162598,9.904874801635742
190,the psychic understood which teenagers the ghost had seen in the abandoned mansion.,48,alternative,alt_reversed,teenagers,ghost,The psychic understood which teenagers the ghost had,seen,51,6.049089431762695,5.0365986824035645,4.809843063354492,3.3698666095733643,4.118095874786377,4.547881603240967,4.296247482299805
191,the psychic understood which ghost the teenagers had seen in the abandoned mansion.,48,alternative,alt_canonical,ghost,teenagers,The psychic understood which ghost the teenagers had,seen,51,4.98321533203125,2.1811912059783936,2.2368078231811523,1.944506049156189,2.028992176055908,1.227697491645813,1.2796335220336914
192,the trapper heard which buck the hunter had shot in the forest.,49,reversal,canonical,buck,hunter,The trapper heard which buck the hunter had,shot,52,4.104480266571045,6.092005252838135,1.6258922815322876,5.968916416168213,3.7616610527038574,2.2653801441192627,1.550028681755066
193,the trapper heard which hunter the buck had shot in the forest.,49,reversal,reversed,hunter,buck,The trapper heard which hunter the buck had,shot,52,4.605876922607422,6.635393142700195,3.682327508926392,7.059444904327393,5.182298183441162,4.824315547943115,7.821979999542236
194,the trapper heard which buck the hunter had run from in the forest.,49,alternative,alt_reversed,buck,hunter,The trapper heard which buck the hunter had,run from,52,13.637063026428224,11.649835109710692,13.662303447723389,10.082056522369385,15.582688808441162,14.30768632888794,15.31945514678955
195,the trapper heard which hunter the buck had run from in the forest.,49,alternative,alt_canonical,hunter,buck,The trapper heard which hunter the buck had,run from,52,14.469700813293455,12.927250385284424,10.29232096672058,11.354702472686768,13.124391555786133,9.516350507736206,3.484109878540039
196,the naturalist observed which snake the scorpion had stung in the desert cave.,50,reversal,canonical,snake,scorpion,The naturalist observed which snake the scorpion had,stung,53,11.566656351089478,7.363102652132511,6.125160627067089,12.784388542175291,10.394686698913574,1.0671564489603045,9.391078338027
197,the naturalist observed which scorpion the snake had stung in the desert cave.,50,reversal,reversed,scorpion,snake,The naturalist observed which scorpion the snake had,stung,53,11.937257528305054,7.8754241690039635,5.952124958857894,10.523727416992188,11.624957084655762,1.3211432546377182,10.819563329219818
198,the naturalist observed which snake the scorpion had eaten in the desert cave.,50,alternative,alt_reversed,snake,scorpion,The naturalist observed which snake the scorpion had,eaten,53,5.101209163665772,4.085041999816895,5.359220027923584,4.24188756942749,5.825664520263672,2.609915256500244,1.7327156066894531
199,the naturalist observed which scorpion the snake had eaten in the desert cave.,50,alternative,alt_canonical,scorpion,snake,The naturalist observed which scorpion the snake had,eaten,53,5.31369686126709,3.6793720722198486,5.224586486816406,3.578015089035034,5.538168907165527,2.2016420364379883,1.6714017391204834
200,the foreign correspondent reported which dictator the activist had protested outside the capitol building.,51,reversal,canonical,dictator,activist,The foreign correspondent reported which dictator the activist had,protested,54,13.127619743347168,9.543601036071776,9.803510665893556,7.296270370483398,8.954785346984863,6.755273342132568,5.773086071014404
201,the foreign correspondent reported which activist the dictator had protested outside the capitol building.,51,reversal,reversed,activist,dictator,The foreign correspondent reported which activist the dictator had,protested,54,14.046056747436523,12.930377006530762,13.911712646484377,9.567484855651855,12.581625938415527,11.028716087341309,11.658090591430664
202,the foreign correspondent reported which dictator the activist had imprisoned for thirty years.,51,alternative,alt_reversed,dictator,activist,The foreign correspondent reported which dictator the activist had,imprisoned,54,9.854148864746094,10.77607536315918,11.521185874938965,9.011104583740234,11.589129447937012,6.17227840423584,8.711875915527344
203,the foreign correspondent reported which activist the dictator had imprisoned for thirty years.,51,alternative,alt_canonical,activist,dictator,The foreign correspondent reported which activist the dictator had,imprisoned,54,9.10629653930664,7.205451011657715,7.874927520751953,7.5310444831848145,11.599709510803224,3.577071189880371,2.9073543548583984
204,the bartender saw which teenager the bouncer had thrown out from the crowded club.,52,reversal,canonical,teenager,bouncer,The bartender saw which teenager the bouncer had,thrown out,55,10.062377452850342,11.727741718292236,9.331886053085327,9.233344078063965,9.26221203804016,8.898929834365845,10.80598670244217
205,the bartender saw which bouncer the teenager had thrown out from the crowded club.,52,reversal,reversed,bouncer,teenager,The bartender saw which bouncer the teenager had,thrown out,55,10.853464603424072,13.33574914932251,10.851074934005736,8.387897849082947,10.961424350738524,9.19270372390747,12.848502039909363
206,the bartender saw which teenager the bouncer had bribed at the entrance.,52,alternative,alt_reversed,teenager,bouncer,The bartender saw which teenager the bouncer had,bribed,55,14.634177684783936,15.47047519683838,15.108956813812256,3.64957919344306,6.9850548604870255,2.0020073712803423,0.9826235366053879
207,the bartender saw which bouncer the teenager had bribed at the entrance.,52,alternative,alt_canonical,bouncer,teenager,The bartender saw which bouncer the teenager had,bribed,55,15.080847263336182,16.802016735076904,12.952579975128174,1.8091184780496403,3.110176930799525,0.6018842458724976,1.5328194043249823
208,the highway patrolman confirmed which elderly woman the hitchhiker had robbed on the side of the road.,53,reversal,canonical,woman,hitchhiker,The highway patrolman confirmed which elderly woman the hitchhiker had,robbed,56,8.59865951538086,7.230700969696045,10.131878852844238,12.265195846557615,12.50082302093506,7.521186351776123,8.194893836975098
209,the highway patrolman confirmed which hitchhiker the elderly woman had robbed on the side of the road.,53,reversal,reversed,hitchhiker,woman,The highway patrolman confirmed which hitchhiker the elderly woman had,robbed,56,9.33299446105957,8.650347709655762,13.136425971984863,12.213818550109863,12.51500415802002,10.21583366394043,10.288458824157715
210,the highway patrolman confirmed which elderly woman the hitchhiker had hit on the side of the road.,53,alternative,alt_reversed,woman,hitchhiker,The highway patrolman confirmed which elderly woman the hitchhiker had,hit,56,7.70208215713501,5.143024444580078,5.373401165008545,5.046281814575195,5.950258255004883,2.951467275619507,6.815664291381836
211,the highway patrolman confirmed which hitchhiker the elderly woman had hit on the side of the road.,53,alternative,alt_canonical,hitchhiker,woman,The highway patrolman confirmed which hitchhiker the elderly woman had,hit,56,7.697514057159424,6.5865559577941895,7.787415504455566,5.494406700134277,3.011164426803589,4.845147609710693,6.6171770095825195
212,the shepherd forgot which sheep the wolf had eaten from the flock.,54,reversal,canonical,sheep,wolf,The shepherd forgot which sheep the wolf had,eaten,57,5.942938804626465,4.4712629318237305,2.563451051712036,7.866962432861328,7.34516716003418,5.578564167022705,5.055629730224609
213,the shepherd forgot which wolf the sheep had eaten from the flock.,54,reversal,reversed,wolf,sheep,The shepherd forgot which wolf the sheep had,eaten,57,5.075959205627441,4.496039390563965,2.913757562637329,7.00139856338501,5.464146137237549,4.881285667419434,4.60380220413208
214,the shepherd forgot which sheep the wolf had butted away from the flock.,54,alternative,alt_reversed,sheep,wolf,The shepherd forgot which sheep the wolf had,butted,57,17.56864643096924,17.802542686462402,18.990029335021973,12.026573015318718,7.840213218310964,12.983410358428957,4.016204833984375
215,the shepherd forgot which wolf the sheep had butted away from the flock.,54,alternative,alt_canonical,wolf,sheep,The shepherd forgot which wolf the sheep had,butted,57,18.041051864624023,18.76393985748291,21.748497009277344,9.926656852592714,9.464566526206909,11.969505310058594,4.167753376066685
