item,sentence,condition,target,context_had,gpt2_surprisal,gpt2-medium_surprisal,gpt2-large_surprisal,bert-base-uncased_surprisal,bert-large-uncased_surprisal,roberta-base_surprisal,roberta-large_surprisal
37,the victim's body had been identifying at the morgue.,reversed,identifying,The victim's body had been,17.958675384521484,19.001611709594727,17.785205841064453,21.8188591003418,20.9044132232666,17.827049255371094,16.27887535095215
37,the victim's body had been identified by the family members.,canonical,identified,The victim's body had been,6.992599964141846,7.863718032836914,8.103310585021973,5.537718772888184,4.859346389770508,3.1195313930511475,3.7583024501800537
37,the laboratory technicians had been identifying the chemical.,high-cloze,identifying,The laboratory technicians had been,14.623004913330078,14.33512020111084,14.50200080871582,9.989136695861816,11.158864974975586,8.358946800231934,7.5580735206604
37,the movie was identifying rare fish for the divers.,low-cloze,identifying,The movie was,20.49126243591309,21.26970291137696,21.965988159179688,18.11786460876465,20.569808959960938,21.638351440429688,22.990381240844727
38,the hearty meal was devouring by the kids.,reversed,devouring,The hearty meal was,19.496976852416992,17.623976707458496,19.25625467300415,13.906960371881723,14.493365613248898,13.562918066978456,13.192681476473808
38,the hearty meal was devoured with gusto.,canonical,devoured,The hearty meal was,12.743457525968552,11.262176267802715,11.385387286543846,0.0257341070100665,0.0010841786279343,0.452661077491939,0.11373419355368242
38,the hungry boys were devouring the plate of cookies when jack arrived.,high-cloze,devouring,The hungry boys were,11.974581956863403,11.022614061832428,11.90438199043274,0.0195399806834757,0.0022949365084059,0.0053080723737366,0.0017445920384489
38,the dusty tabletops were devouring with gusto.,low-cloze,devouring,The dusty tabletops were,15.474563837051392,17.254482984542847,18.723609924316406,4.506350040435791,9.285467147827148,6.294276148080826,14.136632986366749
39,the overgrown shrubs were trimming regularly.,reversed,trimming,The overgrown shrubs were,16.954440355300903,16.712695986032486,14.192615449428558,3.5229875445365906,1.0529397130012512,4.612959861755371,8.17555396258831
39,the overgrown shrubs were trimmed by a gardener.,canonical,trimmed,The overgrown shrubs were,9.252677917480469,10.004161834716797,9.141461372375488,7.665338039398193,3.094764471054077,7.877222061157227,6.469970703125
39,a gardener was trimming the overgrown shrubbery.,high-cloze,trimming,A gardener was,19.91760502755642,18.63702038486372,16.54749229317531,0.0080487882660236,0.0003412135847611,0.0028810533112846,0.002740715484833345
39,the alarm clock had been trimming regularly.,low-cloze,trimming,The alarm clock had been,20.316979467868805,19.77443315088749,21.22221839427948,13.825819794088602,20.94978815317154,8.51910687983036,12.14860713481903
40,wilson's unreasonable proposal was rejecting by the boss.,reversed,rejecting,Wilson's unreasonable proposal was,16.00528335571289,15.136641502380373,16.011398315429688,11.805780410766602,12.283538818359377,18.640771865844727,17.145465850830078
40,wilson's unreasonable proposal was rejected at the hospital.,canonical,rejected,Wilson's unreasonable proposal was,4.86223840713501,3.2259981632232666,5.41404390335083,1.7597938776016235,1.7854853868484497,1.4778317213058472,1.8601148128509521
40,the admissions committee was rejecting nearly every application.,high-cloze,rejecting,The admissions committee was,15.666315078735352,15.279081344604492,14.113258361816406,7.207093715667725,7.20564079284668,8.22288990020752,4.736374855041504
40,the rare bird's behavior was rejecting all offers.,low-cloze,rejecting,The rare bird's behavior was,23.383543014526367,23.167125701904297,24.13177490234375,5.344103813171387,4.776690006256104,5.882585525512695,9.421671867370605
41,hathaway's gigantic fortune had been inheriting by his daughters.,reversed,inheriting,Hathaway's gigantic fortune had been,17.029584288597107,14.804057389497755,16.065069913864136,4.834743142127991,3.2613248862326145,10.151239156723022,5.06707675755024
41,hathaway's gigantic fortune had been inherited by his daughters.,canonical,inherited,Hathaway's gigantic fortune had been,9.506001472473145,6.514416694641113,6.363411903381348,0.1146367564797401,0.0704826191067695,0.8473818898200989,0.21600469946861267
41,generations of aristocratic englishmen have been inheriting their fortunes.,high-cloze,inheriting,Generations of aristocratic Englishmen have been,14.931935906410216,14.780775487422943,11.93363567441702,5.922485279472312,0.4516539467003895,2.47632454673294,0.4601705344975926
41,the strange mystery had been inheriting the estate from her grandmother.,low-cloze,inheriting,The strange mystery had been,19.503382921218872,20.810725808143616,23.60177606344223,0.1481252121157013,0.0265926451224913,0.0075589815824059,0.0018986884388141334
42,all of her money had been spending before the wedding.,reversed,spending,All of her money had been,11.54332160949707,13.04572868347168,11.980588912963867,12.14125919342041,13.008243560791016,11.229454040527344,12.83533763885498
42,all of her money had been spent before the wedding.,canonical,spent,All of her money had been,2.90555477142334,3.5019850730896,2.5136187076568604,2.172282695770264,1.3126968145370483,1.6175698041915894,1.4852807521820068
42,the shopping fanatic had been spending all her money in bloomingdales.,high-cloze,spending,The shopping fanatic had been,8.587366104125977,6.750118255615234,7.663898944854736,0.1647979021072387,0.0824250951409339,1.5929198265075684,0.4278818368911743
42,patty's overgrown lawn was spending its time on the beach.,low-cloze,spending,Patty's overgrown lawn was,16.580888748168945,15.607263565063477,16.384075164794922,5.027709007263184,4.7896342277526855,5.458954811096191,2.437624216079712
43,an appointment was scheduling by the secretary.,reversed,scheduling,An appointment was,15.85525894165039,15.072702407836914,16.744720458984375,20.26739883422852,26.292863845825195,25.99205780029297,24.098154067993164
43,an appointment was scheduled by the secretary.,canonical,scheduled,An appointment was,3.223686933517456,3.582390308380127,4.863759994506836,13.349576950073242,12.329931259155272,14.708910942077637,11.381145477294922
43,the secretary was scheduling new appointments for the afternoon.,high-cloze,scheduling,The secretary was,18.108238220214844,17.107105255126953,19.17887115478516,6.8861894607543945,6.416983604431152,7.495119571685791,4.5327253341674805
43,the legal contract had been scheduling for next week.,low-cloze,scheduling,The legal contract had been,20.309473037719727,20.710981369018555,21.52110290527344,15.710434913635254,17.089340209960938,16.603776931762695,14.449921607971191
44,the men's faces had been photographing by a security camera.,reversed,photographing,The men's faces had been,17.92538070678711,15.710640139877796,19.23735797405243,13.348944783210754,12.33501434326172,0.2426193673163652,1.1593832224607468
44,the men's faces had been photographed by a security camera.,canonical,photographed,The men's faces had been,8.323112487792969,8.607762336730957,8.523303031921387,4.614516258239746,6.470512866973877,5.146879196166992,5.378857612609863
44,the intrusive reporter had been photographing the celebrities at the party.,high-cloze,photographing,The intrusive reporter had been,9.951196663256267,9.489116747970913,9.481840617663693,3.369222688721493,1.304745692119468,0.0003714825361385,0.00200325388868805
44,the sealed envelope was photographing at the party.,low-cloze,photographing,The sealed envelope was,19.466290399432182,19.23761020600796,19.53239327669144,18.72134685516357,21.28064441680908,2.146335244178772,7.6298604011535645
45,the broken television had been repairing the technician.,reversed,repairing,The broken television had been,14.275793075561523,13.03387451171875,13.085394859313965,14.074021339416504,14.526631355285645,13.69794464111328,10.62022876739502
45,the broken television had been repaired by the technician.,canonical,repaired,The broken television had been,6.833363056182861,6.0880866050720215,6.524633884429932,4.648560523986816,3.000040531158448,3.681353330612183,2.855154037475586
45,the competent technician had been repairing the television.,high-cloze,repairing,The competent technician had been,12.84868335723877,11.215250015258787,9.021161079406738,8.978557586669922,7.509195804595947,3.677379846572876,3.0073904991149902
45,larry's note had been repairing the computer's hard drive.,low-cloze,repairing,Larry's note had been,20.324827194213867,18.55655860900879,18.668642044067383,20.10132026672364,20.05312156677246,17.15734100341797,14.029932022094727
46,the alarm clock had been unplugging accidentally.,reversed,unplugging,The alarm clock had been,15.458830058574677,18.46448650956154,17.719063743948936,14.869537852791836,16.44624971295707,11.61379313954967,11.557025096612051
46,the alarm clock had been unplugged late.,canonical,unplugged,The alarm clock had been,9.36242749541998,9.40911813848652,8.323910451494157,0.0068765542528126,0.000996123519144,0.0114334068202879,0.11444963585745427
46,the frantic woman had been unplugging every electrical device in the house.,high-cloze,unplugging,The frantic woman had been,19.609060525894165,18.01011061668396,18.43303203582764,0.1779167372151278,0.0014033783954801,0.0246306670778722,0.0029278326455823844
46,the overgrown shrubs were unplugging accidentally.,low-cloze,unplugging,The overgrown shrubs were,25.120859146118164,26.93215322494507,25.3158278465271,13.5487187767867,16.12120109720854,9.978441398590803,10.881180193275213
47,the car door had been unlocking late at night.,reversed,unlocking,The car door had been,16.13092613220215,13.949405670166016,16.560277938842773,3.643854260444641,3.1648026071488857,10.446296691894531,11.020830154418945
47,the car door had been unlocked by the child.,canonical,unlocked,The car door had been,5.847365856170654,6.129021167755127,6.3548688888549805,4.60946798324585,5.82421875,5.340966701507568,4.211357116699219
47,the babysitter had been unlocking the back door.,high-cloze,unlocking,The babysitter had been,19.580453872680664,18.250545501708984,18.342649459838867,0.5556511560425861,1.2586804622260388,8.01329517364502,5.439500331878662
47,the queen's 80th birthday was unlocking late at night.,low-cloze,unlocking,The Queen's 80th birthday was,23.524396896362305,24.595951080322266,26.634185791015625,18.21500587463379,17.03230619430542,32.535789489746094,26.105606079101562
48,the portrait of napoleon had been painting by a dutch artist.,reversed,painting,The portrait of Napoleon had been,10.132975578308104,10.50490951538086,9.800780296325684,10.734936714172363,12.497833251953123,11.607873916625977,11.245001792907715
48,the portrait of napoleon had been painted by a dutch artist.,canonical,painted,The portrait of Napoleon had been,3.4147443771362305,2.360834836959839,2.1372628211975098,0.6902874708175659,0.3625229299068451,1.1793689727783203,0.706840455532074
48,the french impressionist artists had been painting with a focus on light and color.,high-cloze,painting,The French Impressionist artists had been,7.398126602172852,5.334984302520752,5.465374946594238,6.348039150238037,4.448859691619873,4.081902503967285,3.1371395587921143
48,a new medication had been painting on tuesday.,low-cloze,painting,A new medication had been,22.2132568359375,23.107446670532227,19.08967399597168,25.25639533996582,23.726831436157227,26.74475479125977,23.570945739746094
49,the embarrassing allegations had been denying by the mayor.,reversed,denying,The embarrassing allegations had been,17.37858009338379,17.224681854248047,16.240243911743164,11.67147445678711,11.963658332824709,15.398945808410645,14.047867774963379
49,the embarrassing allegations had been denied by the mayor.,canonical,denied,The embarrassing allegations had been,7.943606376647949,8.16991901397705,8.921710968017578,0.7431617975234985,1.5114578008651731,1.4735280275344849,0.4442931115627289
49,the embarassed mayor had been denying allegations of corruption.,high-cloze,denying,The embarassed mayor had been,12.981184005737305,12.241565704345703,11.809093475341797,7.678544998168945,6.706021785736084,6.679969787597656,3.0492496490478516
49,tamara's birthday gift had been denying the rumor.,low-cloze,denying,Tamara's birthday gift had been,19.06629943847656,17.58883285522461,16.771617889404297,11.451604843139648,12.236907958984377,11.287166595458984,7.198434352874756
50,the noises in the attic had been hearing nightly.,reversed,hearing,The noises in the attic had been,10.830129623413086,11.567360877990724,11.707476615905762,11.629840850830078,9.92065715789795,9.052742958068848,10.835253715515137
50,the noises in the attic had been heard by the boys.,canonical,heard,The noises in the attic had been,3.758456468582153,3.975501298904419,5.054993629455566,2.000969886779785,1.5330973863601685,3.5569589138031006,3.1100077629089355
50,the frightened campers had been hearing noises in the woods.,high-cloze,hearing,The frightened campers had been,11.085941314697266,10.814213752746582,10.701736450195312,3.054367780685425,1.888917088508606,0.2478063553571701,0.017324844375252724
50,a package had been hearing nightly.,low-cloze,hearing,A package had been,16.84174156188965,16.457599639892578,17.644893646240234,24.90679931640625,26.356277465820312,18.36052703857422,17.88522720336914
51,the appetizers had been serving before the meal.,reversed,serving,The appetizers had been,7.909605979919434,8.247429847717285,9.19913387298584,9.927873611450195,12.551093101501465,9.350301742553713,9.04580307006836
51,the appetizers had been served before the meal.,canonical,served,The appetizers had been,4.269913673400879,5.091809272766113,5.818625926971436,1.228480339050293,2.8140242099761963,0.7593295574188232,1.19270658493042
51,the waiters had been serving the meal.,high-cloze,serving,The waiters had been,8.087003707885742,6.642481803894043,6.137951374053955,2.8997609615325928,4.937549114227295,3.1858644485473637,3.9187774658203125
51,the final exams had been serving before the meal.,low-cloze,serving,The final exams had been,16.82372283935547,17.169658660888672,15.561357498168944,16.395530700683594,20.12346649169922,19.947738647460938,19.633468627929688
52,billy's unruly hair was combing his mother to one side.,reversed,combing,Billy's unruly hair was,15.71379852294922,16.404757022857666,16.695123195648193,10.873344626277683,5.661031944677234,13.359292984008787,9.779885172843933
52,billy's unruly hair was combed by his mother to one side.,canonical,combed,Billy's unruly hair was,8.618471175432205,8.774021431803703,9.321010790765284,1.5290564877941506,0.1368073870230546,1.0114946328976655,0.06860594125464559
52,the patient barber was combing the boy's hair to one side.,high-cloze,combing,The patient barber was,12.911824822425842,15.869758367538452,16.158764600753784,0.9842456963378936,0.5886182170797838,0.2623767226468771,0.08846237443503924
52,the girl's disease was combing the area for escaped prisoners.,low-cloze,combing,The girl's disease was,18.74933385848999,24.440105438232425,23.581016540527344,4.787928326055408,0.4446934802690521,4.157285667024553,4.255901837721467
53,a drawing of the house had been sketching again.,reversed,sketching,A drawing of the house had been,15.376437902450562,16.36674952507019,13.457411408424376,11.701051950454712,14.448105692863464,9.20503580570221,7.195396423339844
53,a drawing of the house had been sketched again.,canonical,sketched,A drawing of the house had been,9.31495419793646,10.160547491832403,7.155014323914656,0.1622553099878132,0.0339342419756576,0.0291792636271566,0.011876433854922652
53,an artist in the studio had been sketching the house.,high-cloze,sketching,An artist in the studio had been,13.066245606169105,9.197346105705948,6.600360363256186,1.6118639974447433,0.566706251935102,2.1466187424957752,1.00978854886489
53,the cheap products had been sketching again.,low-cloze,sketching,The cheap products had been,19.836010694503784,21.110694885253903,20.11176705360413,25.103343963623047,18.59889316558838,19.85118293762207,17.55893325805664
54,the simple coffin was burying the villagers.,reversed,burying,The simple coffin was,16.37776756286621,19.000741958618164,18.157665252685547,15.494599342346191,17.54456329345703,12.225743293762209,10.589404106140137
54,the simple coffin was buried at the church.,canonical,buried,The simple coffin was,7.252615451812744,7.484145641326904,8.27009105682373,3.976701259613037,6.231358051300049,3.125384330749512,2.118457555770874
54,the tribal people were burying their dead.,high-cloze,burying,The tribal people were,15.587175369262695,14.04884147644043,14.82688045501709,2.1693108081817627,2.6349077224731445,0.4820522367954254,0.6301774382591248
54,the vocabulary list was burying at the church.,low-cloze,burying,The vocabulary list was,24.22275161743164,25.17800712585449,22.823286056518555,21.40184211730957,20.625078201293945,29.00848197937012,27.90746307373047
55,the homicide case had been investigating diligently.,reversed,investigating,The homicide case had been,11.384018898010254,11.102550506591797,10.340130805969238,13.390167236328123,8.240598678588867,7.0477070808410645,7.341044902801514
55,the homicide case had been investigated by the fbi.,canonical,investigated,The homicide case had been,6.2165703773498535,4.773500919342041,5.44498872756958,3.597308874130249,2.1958703994750977,5.690652847290039,2.43674373626709
55,the fbi agents had been investigating the homicide case for weeks.,high-cloze,investigating,The FBI agents had been,5.453979969024658,4.858132839202881,4.011508941650391,2.987898588180542,2.247708559036255,2.9741744995117188,1.3777103424072266
55,martin's tonsils had been investigating the problem.,low-cloze,investigating,Martin's tonsils had been,17.34461212158203,16.6951847076416,17.79410171508789,12.855311393737791,12.665447235107422,9.557056427001951,10.42325496673584
56,mark's wrinkly shirts were ironing by his mother.,reversed,ironing,Mark's wrinkly shirts were,18.906490802764893,16.008480310440063,17.62732172012329,15.73713207244873,15.246119260787964,13.125615626573564,12.485990293323994
56,mark's wrinkly shirts were ironed by his mother.,canonical,ironed,Mark's wrinkly shirts were,13.226231157779694,13.997565686702728,12.37530604377389,1.0478545431979,0.5851675121230073,0.1520656805951148,0.029311346472240984
56,mark's doting mother was ironing his shirts while he slept.,high-cloze,ironing,Mark's doting mother was,17.774536967277527,18.896270990371704,18.27880954742432,1.3442521974939154,1.1724607641153852,0.114922932581976,0.003302066819742322
56,the firewood had been ironing her dress.,low-cloze,ironing,The firewood had been,21.247887134552,21.46663808822632,22.16632318496704,11.052978411316872,11.988451326265931,12.05011346936226,8.010109797120094
57,an important lesson had been learning in space.,reversed,learning,An important lesson had been,9.988543510437012,9.543964385986328,10.53781032562256,11.13225555419922,9.572592735290527,13.945178985595703,8.15606689453125
57,an important lesson had been learned in space.,canonical,learned,An important lesson had been,0.5512030124664307,0.9505990147590636,0.651272177696228,0.123043268918991,0.1204511448740959,0.3349066376686096,0.34657391905784607
57,the children had been learning spanish.,high-cloze,learning,The children had been,10.218201637268066,11.127074241638184,10.019720077514648,5.716369152069092,6.334856986999512,3.05737829208374,1.5283946990966797
57,the bathroom floor had been learning in space.,low-cloze,learning,The bathroom floor had been,21.12624931335449,18.646848678588867,20.029430389404297,23.00214576721192,25.52483940124512,22.918376922607425,21.25239372253418
58,the height of the bookcase was measuring by a carpenter.,reversed,measuring,The height of the bookcase was,13.330686569213867,13.91340160369873,11.434967041015623,13.337584495544434,10.484945297241213,15.684518814086914,14.875690460205078
58,the height of the bookcase was measured incorrectly.,canonical,measured,The height of the bookcase was,7.063098907470703,7.102856159210205,5.925477981567383,6.457436561584473,1.804547905921936,2.013779163360596,1.6228502988815308
58,the carpenter was measuring the height of the bookcase.,high-cloze,measuring,The carpenter was,15.799641609191896,15.038338661193848,14.54908561706543,9.122822761535645,2.3404541015625,4.134944438934326,1.638122320175171
58,an urgent message had been measuring her heart rate.,low-cloze,measuring,An urgent message had been,24.317476272583008,23.47595596313477,24.586071014404297,10.550000190734863,7.220445156097412,7.479192733764648,5.854641437530518
59,several important topics were discussing despite the weather.,reversed,discussing,Several important topics were,10.798782348632812,10.797032356262209,14.225663185119627,11.181164741516112,9.441411018371582,11.970599174499512,12.198110580444336
59,several important topics were discussed by the board of trustees.,canonical,discussed,Several important topics were,3.7442467212677,1.6498557329177856,1.7924224138259888,2.3508968353271484,0.7071541547775269,0.735306978225708,0.8975347876548767
59,the board members were discussing several important topics.,high-cloze,discussing,The board members were,8.443285942077637,8.910539627075195,8.623863220214844,0.8501803874969482,0.2033412754535675,0.2615677118301391,0.4483546316623688
59,"the fresh, warm bread was discussing despite the weather.",low-cloze,discussing,"The fresh, warm bread was",20.729066848754883,20.7941837310791,19.39873504638672,23.10573959350586,23.24201011657715,26.612274169921875,25.01882553100586
60,the dusty tabletops were wiping thoroughly.,reversed,wiping,The dusty tabletops were,16.010841369628906,16.621051788330078,17.733400344848633,15.587051391601562,14.187041282653809,17.75519371032715,15.125370979309082
60,the dusty tabletops were wiped thoroughly.,canonical,wiped,The dusty tabletops were,11.937764167785645,12.05013370513916,11.006608963012695,7.085092067718506,4.157754898071289,7.216753959655762,3.4353713989257812
60,the tired busboy was wiping for hours.,high-cloze,wiping,The tired busboy was,13.18087100982666,14.569622039794922,10.457564353942873,19.0971794128418,17.414466857910156,21.27998352050781,16.85125160217285
60,the hearty meal was wiping thoroughly.,low-cloze,wiping,The hearty meal was,21.74636650085449,20.80450820922852,20.49920654296875,25.30924415588379,27.143949508666992,35.69783401489258,32.92714309692383
61,a tiny spy camera was concealing by the agent inside a flowerpot.,reversed,concealing,A tiny spy camera was,13.86910987086594,15.506941065192224,15.775991797447205,11.774362802505491,7.862342417240143,8.297689437866211,7.578893065452576
61,a tiny spy camera was concealed by the agent inside a flowerpot.,canonical,concealed,A tiny spy camera was,10.944161415100098,9.420984268188477,8.829126358032227,6.531346797943115,4.342974662780762,8.013969421386719,4.378970146179199
61,the sneaky lawyer was concealing the truth.,high-cloze,concealing,The sneaky lawyer was,14.96852787490934,14.399683700874448,15.333900045603514,5.057275124680018,1.3510764437869511,0.0028315224335528,0.0028012534603476524
61,a faint light was concealing their identity.,low-cloze,concealing,A faint light was,17.518654361367226,16.636059939861298,14.274906791746616,3.865377454960253,4.393196532335423,0.0073828712338581,0.006785747653339058
62,"the fresh, warm bread was slicing by the baker into halves.",reversed,slicing,"The fresh, warm bread was",16.01780891418457,15.716374397277832,13.785248756408691,15.221359252929688,13.14763641357422,14.009513854980469,12.921097755432129
62,"the fresh, warm bread was sliced with love.",canonical,sliced,"The fresh, warm bread was",9.83518409729004,8.461557388305664,7.496737957000732,11.771986961364746,15.99733066558838,11.593284606933594,8.570173263549805
62,the chef's assistants were slicing the mushrooms for a pie.,high-cloze,slicing,The chef's assistants were,16.523609161376953,16.065425872802734,14.44487190246582,5.987204551696777,4.794383525848389,4.9587907791137695,5.550697326660156
62,several important topics were slicing with love.,low-cloze,slicing,Several important topics were,19.786027908325195,23.62246894836425,25.99720001220703,29.831092834472656,21.548673629760746,32.83562088012695,29.653915405273438
63,the tarnished silverware was polishing by the butler.,reversed,polishing,The tarnished silverware was,19.86456251144409,16.99284851551056,18.83248555660248,12.269498348236084,5.529688119888306,6.763312816619873,5.923231363296509
63,the tarnished silverware was polished by the butler.,canonical,polished,The tarnished silverware was,10.057456970214844,9.548267364501951,10.825907707214355,6.892327308654785,7.663058280944824,11.629260063171388,6.908083438873291
63,the thorough butler was polishing the doorknobs.,high-cloze,polishing,The thorough butler was,17.681836999952793,16.224102281033993,15.396885950118303,5.9669503732875455,1.8466396625990456,0.2236599917523563,0.005019141899538226
63,the winning lottery numbers had been polishing his shoes.,low-cloze,polishing,The winning lottery numbers had been,18.21059614419937,19.84056782722473,20.80473220348358,5.685556490905583,9.743030585348606,5.870807938277721,1.8704172372817993
64,poisonous fumes had been inhaling the firefighters.,reversed,inhaling,Poisonous fumes had been,14.163610935211182,14.86270236968994,14.440682888031006,1.500141428783536,0.2381918407045304,0.2595699690282345,0.36821897327899933
64,poisonous fumes had been inhaled by the firefighters.,canonical,inhaled,Poisonous fumes had been,5.879407362081111,7.022472800221294,7.307275833562016,5.578480243682861,5.030287742614746,0.0351147310284432,0.0032855566241778433
64,the firefighters had been inhaling the smoke.,high-cloze,inhaling,The firefighters had been,16.383975226432085,15.861489044502378,16.902732903137803,2.5077671594917774,4.047959562391043,0.0349413702497258,0.018177877936977893
64,the man's signature was inhaling during the fire.,low-cloze,inhaling,The man's signature was,21.02843117713928,22.094476222991943,23.42604923248291,21.121658951044083,15.363043487071993,14.904633045196531,12.167808055877686
65,a genetic mutation was discovering the scientists.,reversed,discovering,A genetic mutation was,17.430278778076172,19.103382110595703,19.255859375,13.261241912841797,14.02721881866455,10.265484809875488,9.58344554901123
65,a genetic mutation was discovered suddenly.,canonical,discovered,A genetic mutation was,4.649221897125244,3.507675647735596,3.4697265625,4.191748142242432,7.847949981689453,1.7312791347503662,1.7227762937545776
65,the excited explorers were discovering ancient artifacts everywhere they looked.,high-cloze,discovering,The excited explorers were,11.871997833251951,12.340055465698242,12.696622848510742,6.286579608917236,2.750810146331787,3.566892623901367,2.3461406230926514
65,the pizza had been discovering new methods for making dough.,low-cloze,discovering,The pizza had been,21.047231674194336,21.260698318481445,20.84109115600586,5.5629496574401855,6.400326251983643,7.898003101348877,6.720394134521484
66,the queen's 80th birthday was celebrating expensively.,reversed,celebrating,The Queen's 80th birthday was,10.323857307434082,10.907365798950195,12.593342781066896,10.761724472045898,11.616373062133787,10.950156211853027,10.810009002685547
66,the queen's 80th birthday was celebrated by thousands of people in the streets.,canonical,celebrated,The Queen's 80th birthday was,2.8487260341644287,1.9686923027038568,3.371223211288452,0.5935960412025452,0.1215683445334434,1.6240142583847046,0.7503506541252136
66,thousands of excited fans were celebrating the superbowl victory in the streets.,high-cloze,celebrating,Thousands of excited fans were,8.292370796203613,8.553971290588379,9.23985195159912,0.6200001835823059,0.3761742115020752,0.2169540524482727,0.049784161150455475
66,the car door had been celebrating her promotion.,low-cloze,celebrating,The car door had been,22.60142517089844,19.78414726257324,20.21320343017578,9.116554260253906,5.921328067779541,10.469197273254396,7.065927982330322
67,the diagram on the chalkboard had been erasing mrs. larson.,reversed,erasing,The diagram on the chalkboard had been,15.497832894325256,14.630336046218872,12.894047379493712,9.046835461631415,14.769701835146408,7.564845561981201,8.370216846466064
67,the diagram on the chalkboard had been erased by mrs. larson.,canonical,erased,The diagram on the chalkboard had been,9.024735450744627,9.948654174804688,7.77173376083374,9.359452247619627,9.493526458740234,13.138307571411133,9.122400283813477
67,mrs. larson had been erasing the chalkboard.,high-cloze,erasing,Mrs. Larson had been,17.46186876296997,17.66381585597992,17.82738757133484,6.834536894690245,4.4469087117759045,0.5789293646812439,0.12475208565592766
67,food for the homeless had been erasing over and over.,low-cloze,erasing,Food for the homeless had been,19.235089778900143,20.84150743484497,21.806049346923828,13.44239193201065,15.15016895532608,11.248724460601808,10.079730033874512
68,the movie was directing steven spielberg.,reversed,directing,The movie was,15.513110160827637,15.174813270568848,15.125850677490234,15.08923625946045,14.67856502532959,16.28449821472168,12.367644309997559
68,the movie was directed professionally.,canonical,directed,The movie was,4.759059906005859,4.568024158477783,5.259825706481934,10.158668518066406,7.80820369720459,9.305015563964844,7.097187519073486
68,steven spielberg was directing another blockbuster.,high-cloze,directing,Steven Spielberg was,9.116456031799316,9.273370742797852,9.52352237701416,5.885595798492432,11.367752075195312,10.348644256591797,5.4116363525390625
68,the victim's body had been directing the police.,low-cloze,directing,The victim's body had been,25.573076248168945,21.78817176818848,20.704605102539062,18.84733390808105,12.36187744140625,18.0102481842041,22.50908851623535
69,theresa's birthday gift had been wrapping yesterday.,reversed,wrapping,Theresa's birthday gift had been,12.700992584228516,11.553866386413574,12.70781135559082,15.422128677368164,13.373269081115724,12.318495750427246,10.515096664428711
69,theresa's birthday gift had been wrapped yesterday.,canonical,wrapped,Theresa's birthday gift had been,8.761198043823242,8.033609390258789,10.762480735778809,7.779427528381348,6.747644424438477,5.120647430419922,5.15664529800415
69,theresa's loving grandmother had been wrapping the presents.,high-cloze,wrapping,Theresa's loving grandmother had been,14.655221939086914,15.343174934387209,15.68489933013916,9.880791664123535,8.148244857788086,3.9551634788513184,2.551996946334839
69,the embarrassing allegations had been wrapping yesterday.,low-cloze,wrapping,The embarrassing allegations had been,18.364643096923828,16.6856632232666,19.61699867248535,20.395427703857425,23.08812141418457,25.3206844329834,19.615747451782227
70,the popular amusement park is visiting by millions of tourists eh year.,reversed,visiting,The popular amusement park is,14.107441902160645,12.212936401367188,13.236215591430664,11.615581512451172,11.988653182983398,14.48070240020752,13.399413108825684
70,the popular amusement park is visited daily.,canonical,visited,The popular amusement park is,12.44086742401123,12.497156143188477,12.106325149536133,5.3313093185424805,6.954232692718506,4.356290340423584,7.970061302185059
70,the tourists had been visiting the amusement park in the morning.,high-cloze,visiting,The tourists had been,6.244065284729004,5.944920063018799,4.630983829498291,3.111541748046875,4.570901393890381,4.502238750457764,2.041139602661133
70,the man's beard had been visiting a friend in the hospital.,low-cloze,visiting,The man's beard had been,19.751224517822266,16.78839111328125,18.48651885986328,4.185131549835205,11.280964851379396,6.184203147888184,0.15540628135204315
71,ten new trees had been planting on dry land.,reversed,planting,Ten new trees had been,10.97983455657959,13.107906341552734,10.736223220825195,7.535181999206543,12.742932319641112,11.203760147094728,10.420927047729492
71,ten new trees had been planted by the forestry service.,canonical,planted,Ten new trees had been,1.2058707475662231,0.7917585968971252,0.4772119522094726,0.0663742944598198,0.088770568370819,0.4740832448005676,0.46001094579696655
71,the forestry workers had been planting cedar saplings on the hillside.,high-cloze,planting,The forestry workers had been,10.889577865600586,11.080349922180176,9.141966819763184,0.7854571342468262,0.5731534957885742,0.5573036074638367,0.5620833039283752
71,the sin had been planting doubt in her mind.,low-cloze,planting,The sin had been,16.464567184448242,15.25190544128418,13.593294143676758,14.47066879272461,17.350297927856445,15.636947631835938,22.026723861694336
72,food for the homeless had been donating neighborhood residents.,reversed,donating,Food for the homeless had been,13.254077911376951,11.995990753173828,13.030832290649414,16.023527124896646,11.845099766236672,10.312031745910645,11.827712059020996
72,food for the homeless had been donated many times.,canonical,donated,Food for the homeless had been,10.109244346618652,6.985434532165527,6.3541340827941895,5.629428386688232,4.814311504364014,2.1662962436676025,4.802525997161865
72,the wealthy american philanthropist had been donating money to romanian orphanages.,high-cloze,donating,The wealthy American philanthropist had been,10.024832725524902,9.89245319366455,10.04203987121582,0.000701689205016,8.530339141543664e-05,1.2680569887161257,0.8644150495529175
72,the diagram on the chalkboard had been donating blood.,low-cloze,donating,The diagram on the chalkboard had been,21.00865173339844,22.22899627685547,20.53288459777832,5.946828681975603,7.519016821976038,14.12802791595459,18.650789260864258
73,the rare bird's behavior was observing by the biologists.,reversed,observing,The rare bird's behavior was,17.98944091796875,16.86649513244629,16.159971237182617,11.526684761047363,8.159109115600586,14.287482261657717,15.798689842224121
